Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
cbd86fc5-7f88-4984-a1ed-445de8b76573___GH_HL Leaf 354.1.JPG,Label 1,4741.390809547244,4814.470332940665,4726.011195866141,4820.887283774568,0.03182664938092338,0.03068192207024695,0.033168086136208925,0.032546314391083866,51.728531003937015,52.82993365986731,52.101993110236215,52.444726889453776,8.695270284290064,8.702642999468305,8.703331083367726,8.697923105575718,0.0002181035245859555,0.0002158837475341265,0.00021682257719984188,0.00021834583938248406,0.014768328428971083,0.014692982935201637,0.014724896508968811,0.01477653001832582,0.5647639835240464,0.5563323778304899,0.5645259772672473,0.5557933470028626
cc289e5c-7899-4081-9ea9-c3dc3ad3d2d4___GH_HL Leaf 408.1.JPG,Label 1,5579.5319266732295,5664.431148862298,5651.937130905511,5770.2973525947045,0.030674188160015672,0.029695563716118714,0.02998364016222113,0.030971166176691732,56.75436761811024,57.77965155930312,57.56237696850394,58.498232996465994,8.47471207315863,8.472119043189979,8.474216536817817,8.48193825684715,0.0002784026564146879,0.00027720155880512644,0.0002763194613303289,0.00027299812799142,0.016685402494836254,0.016649371123412634,0.016622859601474377,0.016522654992204493,0.48182928934258445,0.4715946606422306,0.47350641689142947,0.461731685516848
cc86c41e-9f5d-4b68-af29-a3e405edf69d___GH_HL Leaf 324.JPG,Label 1,6729.741141732284,6716.1321222642455,6549.829170767716,6676.295306590615,0.02821172148545065,0.027080566371675142,0.02842936773804164,0.030644617134044046,62.57049704724408,62.5736871473743,61.64376230314961,62.118358236716475,8.72928211351969,8.734118981671156,8.726763740963634,8.73633679810839,0.0002187960308537804,0.00021815940463674595,0.00021873548385768646,0.00021895127180421143,0.01479175550277182,0.014770220195946503,0.014789708714429993,0.014797002122193922,0.3793683670034836,0.37771832699140373,0.39418636542529667,0.381431642690049
ccfba9c3-41a5-40de-b71a-980bc3336ae7___GH_HL Leaf 522.2.JPG,Label 1,2999.2289000984256,3047.7679335358666,2932.4583538385837,2956.5655031310057,0.07387545397566334,0.06448291634681919,0.06904520980666132,0.0652936186736751,37.16861466535433,38.15890631781263,37.21216781496064,37.628681257362516,8.146606958754445,8.192045393791044,8.167044483689363,8.176421373356327,0.0003757433051975481,0.0003561845427367461,0.0003659971309200432,0.00036007084228192887,0.01938409928775511,0.018872852003254465,0.019131051484956158,0.01897553272722347,0.725863078089304,0.7202128249644351,0.7306496317448425,0.7286056459433168
cd469bb3-30c8-4cad-9b4e-27c77a538dfa___GH_HL Leaf 392.JPG,Label 1,1966.2922613188978,2114.467976935954,2075.7423720472443,2202.241304482609,0.05851149140448943,0.05279216316576209,0.054097860178932186,0.05579222050304746,31.09996309055118,32.71411742823486,32.503813976377955,33.69359538719078,8.101678431143737,8.130842593891767,8.129162822374601,8.15607086377539,0.00041304782316595884,0.00039564912659492387,0.00039527160353148834,0.00038284278936962613,0.020323578010920194,0.019890930762408377,0.019881438668554356,0.019566368834549402,0.8170804202956607,0.8017172414776047,0.8051601956722435,0.793494076106152
cd8d1ae6-2c8e-43ac-8314-77d88e1153c7___GH_HL Leaf 365.JPG,Label 1,2179.5145177165355,2548.2885485770976,2387.3268331692916,2537.662781325563,0.0585054319013117,0.05022601758048871,0.052619600912555034,0.04991979175135598,32.92027559055119,36.48508897017794,35.423905019685044,36.383842767685536,8.0687094844073,8.151404288532769,8.130680161534853,8.152460141743852,0.0004191252278988934,0.00038111874847346946,0.0003872812921407094,0.0003804575778287895,0.02047254815353705,0.019522262893257775,0.0196794637157802,0.01950532178224162,0.8003695525896597,0.7652645960578996,0.7802902233233374,0.7662357350950086
ce9a5c21-e77d-4db4-baa3-d03c24e360b0___GH_HL Leaf 281.JPG,Label 1,6274.857529527559,6258.145824291647,6192.780819389765,6345.145700291401,0.030093097872326686,0.028716167378958993,0.027819135247251964,0.028371809592983462,60.26144192913385,60.500341000681985,59.96425935039372,60.89261578523157,8.751845708841467,8.757181943332347,8.754353415835578,8.756101047156456,0.00020473966729183456,0.00020372512689969264,0.00020406418986666105,0.00020405379021434464,0.014308726962655852,0.014273231130325489,0.01428510377514497,0.014284739767120178,0.42165696719028173,0.420986374359247,0.42724412703290626,0.41288986222017854
cfd491d6-4af5-4728-8f0e-0d330a07174a___GH_HL Leaf 482.2.JPG,Label 1,4494.233144685039,4498.15481430963,4527.86158956693,4660.680885361771,0.04259425058122373,0.043601405868783465,0.04225501104118877,0.04064587715365808,48.19955708661416,48.4484468968938,48.56520669291339,49.423150846301695,8.562389574220411,8.57277686359052,8.57666127126004,8.582978757469037,0.00025337593399796173,0.00024967840871263614,0.00025058131170949843,0.0002472951191794876,0.015917786717944228,0.015801215418841556,0.015829760317500025,0.015725619834508514,0.5873734662200928,0.5858295569163067,0.5832491930029724,0.5708936853577614
d06e33fb-58bf-440f-9dbc-a1ceec9abaea___GH_HL Leaf 383.JPG,Label 1,4040.666031003937,4270.600781201563,4087.8901943897636,4204.038874077748,0.04280608798515298,0.03780390254173171,0.03891148243942571,0.037852881981717955,46.17845718503937,48.252588505177016,47.060716043307075,47.93148986297973,8.290741601964404,8.312593178208683,8.303297728036123,8.311136631635687,0.0003531914412461638,0.0003398705414808064,0.00034393910340555054,0.00033916708666699007,0.018793388232199212,0.01843557814338369,0.018545595256166638,0.018416489531585277,0.6275913357271647,0.6045131895185899,0.6220576050864609,0.6106254580236763
d1750517-689b-4372-a717-6b81c0dd64b0___GH_HL Leaf 262.JPG,Label 1,5110.1781496062995,5280.230268460537,5174.756213090551,5347.036332072666,0.030162765391830347,0.02952885319884852,0.030118804688120313,0.030294085183714316,53.78973917322834,54.86936573873148,54.329662893700785,55.360096720193454,8.749322706439782,8.746062260469355,8.750938278034631,8.759708164482308,0.00020186746916462582,0.00020258729834838308,0.00020157608674592346,0.0001982935331733396,0.01420800722003708,0.014233316491541354,0.014197749354947898,0.014081673663785125,0.5278939405220366,0.5102431433270375,0.5207942889683355,0.5040491068217445
d19a7818-769b-4633-bd09-5c3c20d2b4d1___GH_HL Leaf 172.JPG,Label 1,6018.992864173229,6020.1897203794415,5866.490711122048,6089.823485646973,0.028460358217622016,0.02631990269415222,0.026208001474222517,0.02657845997106124,59.16843011811023,59.5503751007502,58.526390255905525,59.94004588009176,8.832784720456337,8.823012056310462,8.821365833583657,8.827007599495563,0.00018794166006300762,0.00018788586154269463,0.00018914881579763166,0.0001883163912648118,0.013709181597127074,0.013707146367595796,0.013753138398112326,0.013722841952919658,0.44531288345253345,0.4420177426595974,0.4569293029252774,0.4355637131937473
d2a7358e-6ba9-46ed-b5fd-5ba0fd1175f4___GH_HL Leaf 307.JPG,Label 1,5127.539431594488,5215.982701965403,5118.154527559055,5350.415772831545,0.03355609557286747,0.03408347764456645,0.03510156311929821,0.0355298507555781,52.84553395669292,53.57151714303428,53.02878937007874,54.316324632649255,8.78385479656149,8.784925878128572,8.783994473497,8.79576914470339,0.00019808706609600717,0.00019802829611239222,0.00019839736945098885,0.0001968904675610826,0.01407434069844862,0.014072252702122437,0.014085360110802593,0.014031766373521283,0.529274984462181,0.5188363423958344,0.5278635689861576,0.5064570360483747
d2ce7896-6fa4-45e6-96c5-d162da0e3e1c___GH_HL Leaf 220.JPG,Label 1,5543.500922736221,5618.036270072541,5605.103654035433,5694.226920453841,0.031411776200174574,0.0293920905219862,0.029204036135545196,0.029928206926367787,56.58249261811023,57.233492466984956,57.1494217519685,57.816355632711264,8.575224224437317,8.577759840532503,8.577156717863359,8.587842955295674,0.00025691982536308824,0.00025631125724400383,0.0002568044076517841,0.00025281896927486575,0.01602871876860681,0.01600972383409545,0.016025118023021985,0.01590028205016709,0.484670646654289,0.4755104762419675,0.47727891265225636,0.46838712270902083
d30f0e3c-7246-455d-959c-6221eac22dfd___GH_HL Leaf 202.JPG,Label 1,5142.719672736221,5195.86886973774,5254.927411417323,5302.017918035836,0.028700268417503033,0.02980070116060227,0.02792532817578621,0.0268161598311228,53.90569635826772,54.611259222518456,55.06754429133858,55.49587699175399,8.872942303474414,8.890366265261774,8.887044190183726,8.893221671299194,0.00017861553057090492,0.0001735323081285384,0.000174269391507533,0.00017270968883806453,0.013364712139470304,0.013173166215019775,0.013201113267733634,0.013141905829751806,0.5252078664696285,0.5181983113301727,0.5131770965133576,0.5083747902538736
d382d5de-6608-4492-a1eb-e4c525f8b3e4___GH_HL Leaf 461.JPG,Label 1,2468.1476993110236,2585.582553165106,2447.266547736221,2597.4230268460537,0.04439465804400627,0.04305595414780324,0.045639734857797744,0.041585245227977394,36.535125492125985,37.702337404674815,36.80628690944882,37.73067146134292,8.237807909853379,8.260032702544537,8.248244834150785,8.263106131421605,0.0003285677347721883,0.0003199258677021911,0.0003248289577633845,0.00032028720514753946,0.01812643745395626,0.01788647163926388,0.018023011894891056,0.01789656964749221,0.7727163108789332,0.7606680629527889,0.7735095241345332,0.7595804338799884
d442075f-73bb-47a0-9545-9b36bca9300b___GH_HL Leaf 210.JPG,Label 1,4505.915231299215,4844.855167710336,4677.5012303149615,4890.690371380743,0.03854242640207406,0.03562409029796618,0.037026722104658266,0.03636102445532607,49.43922244094489,51.612313224626455,50.758120078740156,52.12083824167649,8.398091189362884,8.41782133256187,8.410563932077956,8.421424705471699,0.0003178603769316914,0.00031025048100068306,0.00031069312626906515,0.00030612585250218557,0.017828639233875686,0.01761392860780022,0.01762648933477864,0.017496452569083415,0.586798120302038,0.5538509260677,0.5695378350808251,0.5496189640568799
d5633146-eac5-49e6-a6b4-8562aa7d1a1f___GH_HL Leaf 283.1.JPG,Label 1,8381.161540354333,8405.994109988218,8223.874630905513,8468.50740901482,0.023100151210569155,0.020710166258826827,0.02288589447028137,0.024558487427856057,71.56963582677167,72.03217806435612,71.03211122047244,72.37919275838553,8.761156843200897,8.760693371565107,8.757670098368362,8.757502556448955,0.00020572544807198994,0.00020542033768052896,0.000206656358136935,0.0002067388349545129,0.014343132435838063,0.014332492375038228,0.014375547229129575,0.01437841559263443,0.2237135719947551,0.21929654984188132,0.23676523029043778,0.2134535623498633
d5beabbd-afc7-41c5-aa06-ec45c32e751e___GH_HL Leaf 289.1.JPG,Label 1,5159.268085629921,5420.528613057226,5252.112758366144,5186.571269142538,0.031977921623202926,0.03027014434889297,0.03199307866715961,0.03170280192152813,53.8996062992126,55.76824353648706,54.649790846456696,54.34050468100935,8.689347275770341,8.708594794094063,8.700309563610444,8.691310723845952,0.0002245139377974068,0.0002188109652429857,0.00022195015093155198,0.00022370824083206846,0.014983789166876541,0.014792260315549673,0.01489799150662773,0.014956879381477557,0.5215592948501829,0.4953075108611691,0.5115971696582268,0.5170586477628205
d688345e-4491-4f31-b2f4-d9111a12c2dd___GH_HL Leaf 288.JPG,Label 1,5781.893885334646,5778.8360716721445,5582.821911909451,5853.274040548082,0.025630307575312792,0.026525652589745964,0.027170673861621218,0.025156398755896276,58.37395423228345,58.59861119722241,57.37161663385829,58.94283588567177,8.937989856397266,8.93617830891608,8.927906491426214,8.929902352650108,0.00016097554167764585,0.0001603165832656918,0.00016214107135245525,0.0001617138828548846,0.012687613710924755,0.012661618508930515,0.012733462661525153,0.012716677351214215,0.4667788793336461,0.4648248648509857,0.48302296204453765,0.4579039196088449
d750fda0-e49d-4160-a9da-8cf8e425034e___GH_HL Leaf 167.JPG,Label 1,4158.854269192913,4283.252030504061,4219.944758858268,4323.338954677909,0.04276568420964473,0.03800909865965673,0.04303550002156859,0.0402020563479915,46.581385334645674,47.83929567859135,47.25418307086614,48.02963605927211,8.378763999870127,8.392926051037456,8.392092024010829,8.401128551140602,0.00033425915240502355,0.00032276851707277714,0.00032466056143049785,0.0003204236676933889,0.018282755602070044,0.017965759574055787,0.01801833958583581,0.01790038177507365,0.6191913874085275,0.6065551905675037,0.6123755018746466,0.6028482719120212
d76f5b4a-9205-4a14-9181-5d3add326231___GH_HL Leaf 447.JPG,Label 1,3697.0322342519685,3853.101680203361,3638.738496555119,3884.207824415649,0.043874813588644854,0.04205112832989378,0.044454056589503126,0.04082183245891583,44.71284448818898,46.09070618141237,44.9210752952756,46.09225618451237,8.076327576501875,8.095810729313044,8.085407105496385,8.09518693055863,0.000428782473775885,0.00041761959647671545,0.0004203929306296114,0.0004204660898626776,0.020707063378854206,0.02043574311046005,0.02050348581655352,0.02050526980711733,0.661125688107634,0.6449205567607854,0.6649499832787549,0.6420454043173887
d80d474d-1d8a-4381-8960-db93b611b5c8___GH_HL Leaf 390.JPG,Label 1,2734.5251599409453,2936.2292764585527,2762.780204232284,2909.9248558497115,0.05141451091517793,0.04688461636653908,0.05135885507464562,0.04896487919328643,37.290415846456696,39.521855043710076,38.05702509842521,39.047182094364175,8.088334094307264,8.12735936595621,8.101463070741428,8.117609683900053,0.00041447256966779556,0.00039158023631937877,0.000404904252191317,0.0003982765111044512,0.02035859940339206,0.01978838640009283,0.02012223278344918,0.019956866264633114,0.7502252791938671,0.7301900740163642,0.7462556003432798,0.7326010123119291
d88b90c0-2850-425d-af82-7bfb0f6a9dd4___GH_HL Leaf 361.JPG,Label 1,5869.330893208662,6050.240622481246,5919.589628444882,6094.018724037447,0.037424423359631566,0.034498215093597386,0.03203134581542368,0.03223717591578902,57.77220718503936,59.240436480872965,58.41910679133858,59.56178312356624,8.238129096470518,8.247708246174758,8.239905626177874,8.249406682412332,0.000366301757994141,0.00035949423997552195,0.00036316088257176514,0.0003584871079469977,0.01913901141632297,0.018960333329757734,0.019056780488103574,0.018933755780272378,0.455691678446977,0.43686688338933827,0.4495909543914827,0.4327631863767143
d95cca34-6952-4d22-9d61-6304dcce3448___GH_HL Leaf 280.1.JPG,Label 1,4177.341966043307,4467.073904147808,4114.278727854331,4353.645111290221,0.046742933973685084,0.04317683527115799,0.046388564247816566,0.044553082510135324,46.554810531496074,48.79787959575918,46.700479822834644,47.99751999503998,8.064224766626504,8.090464753371524,8.065899538544027,8.08372415979916,0.00045715820191406006,0.00044211558446056933,0.00045057750027609433,0.00044851394805399804,0.021381258192960956,0.021026544758009323,0.02122681088331675,0.021178147890077593,0.6164943655118018,0.5876555663755977,0.6202390522292751,0.5981178101148324
d9974fa7-5337-4c75-af93-04828d6f503e___GH_HL Leaf 381.1.JPG,Label 1,3354.964936023622,3503.2941905883818,3321.259473425197,3485.3176886353776,0.04434555650265941,0.04270490593850651,0.04269967707726505,0.043785918637340826,42.21567421259843,43.52309504619009,42.41277066929135,43.329468658937316,8.157525764411961,8.18543724515429,8.168434103299635,8.17757247676105,0.000375678974014198,0.00036429733718789157,0.00036909638028260436,0.000365408257631569,0.019382439836465325,0.019086574789309148,0.01921188122705854,0.01911565477904351,0.6912812190859581,0.6759094465385638,0.6928643712856559,0.6775706631817116
d9bb47b1-fa25-49fb-9b30-df7a7db48f8d___GH_HL Leaf 290.JPG,Label 1,4344.074126476378,4562.754913509828,4387.8879798228345,4514.490978981958,0.03645153193633709,0.03379367853041418,0.032430115688634756,0.033028688642043245,48.85303887795275,50.19443238886478,49.31846702755906,50.107694215388435,8.638537558928428,8.65317458455927,8.650734944988404,8.648481891702158,0.00023253263059260494,0.00022929167316577552,0.0002295904250011625,0.00023015081060232185,0.015249020643720204,0.01514238003636732,0.01515224158338173,0.01517072215164202,0.6010867597049143,0.5790657928749364,0.5954433977661231,0.583521850960803
da34f406-4f46-480c-a63d-fb093a83e670___GH_HL Leaf 499.2.JPG,Label 1,2690.52842027559,2807.7332134664275,2698.652374507874,2745.4907309814616,0.05696895262454625,0.050836092396938766,0.054343559352180965,0.05017352236137843,35.99015748031496,37.23659247318495,36.32806348425197,36.84220968441937,8.61407063011742,8.662658029909394,8.644763919076317,8.649711601610832,0.0002310038189412316,0.00021584146336499013,0.00022267671488467977,0.0002184207976823171,0.01519880978699423,0.014691543940818138,0.014922356210889746,0.01477906619791376,0.7525002799499232,0.7403622006850465,0.7500801872127604,0.7461212218079882
daa4e664-5ec5-4349-b8de-0673cdfe374d___GH_HL Leaf 168.1.JPG,Label 1,6009.5453371062995,6062.518445036891,5860.72096456693,6023.02182404365,0.028928593993575905,0.029223135955637337,0.030211049218198626,0.030228103773919122,58.97127214566929,59.54925909851819,58.29712106299213,59.45247690495381,8.709726288020677,8.713701515139384,8.706985754427484,8.718735607576928,0.00021421905636780024,0.0002124241336956851,0.00021476397933264626,0.0002117418209664369,0.014636224115795722,0.01457477731204443,0.014654827850665672,0.014551351173222262,0.44774673287213923,0.44077913578459665,0.4595365646295789,0.444465235458478
db9db9c3-42af-4609-a30e-48e4797174c7___GH_HL Leaf 182.JPG,Label 1,4889.070127952757,5147.108624217249,5039.100639763781,5036.437472874945,0.02850388664507668,0.029290037977858917,0.02872044260269605,0.0305171304872758,52.5302657480315,54.35284270568542,53.633981299212614,53.45687891375781,8.809983903639228,8.814333983733235,8.818151569759838,8.810224819191276,0.00018715076492652985,0.00018690948163717892,0.00018611768180567617,0.00018868541674091217,0.0136803057322024,0.013671484251432942,0.013642495439093105,0.013736281037490175,0.5498974821859401,0.5243387116983785,0.5344828457417846,0.5345552446039153
dbbde73f-e630-4799-9a08-37bd5602f1b2___GH_HL Leaf 208.JPG,Label 1,3347.2608882874015,3542.462706925414,3215.1630782480324,3484.2233244466493,0.04929585578818793,0.042522374993184356,0.04493928761998575,0.04529570572336765,41.40692667322834,43.33120466240933,40.96524360236221,42.5991691983384,8.388536518861997,8.40765841752296,8.378040970568627,8.403104880894169,0.00030587396379870883,0.0002962140588550506,0.0003061521015620157,0.00029977169508558127,0.017489252808473802,0.017210870368899147,0.017497202678200183,0.017313916226133857,0.6929433471315174,0.6730737950484762,0.7032973877599579,0.6784223216227231
dc3a13dc-a628-433f-a038-a3f377bc608e___GH_HL Leaf 422.JPG,Label 1,3577.2626107283468,3688.52340504681,3459.4210752952763,3749.5292950585895,0.05085147470700044,0.04610686796747378,0.04850866701108922,0.04665782354803478,43.17082923228347,44.539897079794166,43.08692175196851,44.71684543369086,8.057265195314784,8.082713789801105,8.068888177588263,8.087995891197227,0.0004295430954143159,0.0004153381733510321,0.00042396520339915694,0.00041254165216495837,0.020725421477362428,0.020379847235713816,0.020590415328476424,0.020311121391123593,0.6727866892187905,0.6620396664851611,0.6830950579949351,0.656459033443377
dca7fa13-14bd-4d24-abbf-1fe2e02eac7e___GH_HL Leaf 295.JPG,Label 1,4042.447034940944,4458.077004154008,4162.057025098425,4216.558249116497,0.034241415371346125,0.032724347853197666,0.03576536262671131,0.03777206297310113,47.065268208661415,49.791183582367154,48.13232037401574,48.48880897761795,8.615365190946246,8.648083831341939,8.628500575503631,8.631771634560964,0.00023135007207514415,0.00022404267016978442,0.00022839651392193408,0.00022733891335474397,0.015210196319414952,0.014968054989536364,0.015112793054956258,0.0150777622130986,0.6274311814298315,0.5872211661420392,0.6145288860887693,0.6095486034501925
dd311971-e56c-4305-805e-a011ecebd38b___GH_HL Leaf 432.JPG,Label 1,3658.663508858268,3769.8495876991747,3485.9064345472443,3636.6614173228336,0.04093620012306069,0.03543530150180881,0.039726080813197374,0.038440651091592073,44.15575787401575,45.146878293756586,43.51433316929134,44.503193006386006,8.378736667737808,8.38867412608874,8.373951063476811,8.38464581976071,0.00030004631542466213,0.0002961602426397858,0.00029986845862363593,0.00029750564802140194,0.01732184503523404,0.017209306861108203,0.01731671038689612,0.017248352037844136,0.6604355876203433,0.6490934307071603,0.6757162152586785,0.6614956400446739
dd50e041-1df0-45e4-8ab7-126f0ae2b984___GH_HL Leaf 270.JPG,Label 1,7784.284325787403,7880.874201748403,7631.461060531497,7616.133982267964,0.024786143261585465,0.023454755453914743,0.025098872030848596,0.024641596806763644,68.98548228346458,69.48651497302995,68.04250738188978,68.24955049910102,8.614902711132322,8.614754872795931,8.61274309822185,8.613308448820382,0.00023270670320637521,0.0002319882499520719,0.00023213718302436613,0.00023121368085379858,0.01525472724129721,0.015231160492624057,0.015236048799618821,0.015205712112683133,0.27772050387313263,0.2684963700732815,0.29182231454946833,0.29307368679452334
dd7d8e47-35f8-4c97-900b-f095694c38ed___GH_HL Leaf 313.JPG,Label 1,3741.567359744093,3790.5302870605738,3681.124876968505,3962.1866823733635,0.055993979235618954,0.04897832093369654,0.050754292284184335,0.049734345594672665,43.09122785433069,44.09665819331639,43.059055118110244,45.130076260152514,8.131088261073941,8.142209069700357,8.136164810313511,8.16639085612159,0.0004927465909619317,0.00046810497241801726,0.00047762687078108535,0.0004622390049541706,0.022197896093142065,0.02163573369262104,0.02185467617653223,0.021499744299739255,0.6594150671858352,0.6542893453802832,0.6640798764908049,0.6386264516863568
de914baa-f72d-4cbf-a9fd-a60baf466e06___GH_HL Leaf 450.1.JPG,Label 1,5267.840305118109,5416.902907805816,5324.085260826772,5461.303862607726,0.031964380992621354,0.031010169451639206,0.0310315836343766,0.03207466216058845,54.696235236220474,55.757889515779034,55.10999015748031,56.01190402380806,8.369568943684788,8.3849849444194,8.378194045256707,8.38382904354025,0.0002990094481165525,0.0002935463121840746,0.000296793806478238,0.00029425361101326707,0.01729188966297647,0.017133193286252117,0.01722770462012389,0.017153822052629178,0.5130948671808845,0.49864494040201357,0.5078165888691268,0.49452528322081485
